Ref,Val,Package,PosX,PosY,Rot,Side
"R3","10k","R_0201_0603Metric",3.000000,21.380000,90.000000,top
"R11","4.7","R_0805_2012Metric",14.500000,50.000000,-90.000000,top
"R12","0.005","FC4L32",10.600000,41.000000,-90.000000,top
"R14","4.7","R_0805_2012Metric",4.500000,50.000000,-90.000000,top
"R15","0.005","FC4L32",0.600000,41.000000,-90.000000,top
"R17","4.7","R_0805_2012Metric",-5.500000,50.000000,-90.000000,top
"R23","0.005","FC4L32",-9.400000,41.000000,-90.000000,top
"R26","10k","R_0201_0603Metric",-7.900000,27.500000,-90.000000,top
"R27","10","R_0201_0603Metric",-12.100000,30.820000,90.000000,top
"R28","10","R_0201_0603Metric",-12.500000,27.500000,180.000000,top
"R29","10k","R_0201_0603Metric",4.025000,10.700000,90.000000,top
"R39","120","R_0201_0603Metric",14.000000,11.500000,90.000000,top
"R45","100k","R_0201_0603Metric",-10.605000,17.000000,180.000000,top
"R46","100k","R_0201_0603Metric",-9.800000,18.300000,180.000000,top
"R47","13.7k","R_0201_0603Metric",-9.800000,19.000000,180.000000,top
"R48","100k","R_0201_0603Metric",-7.930000,22.650000,180.000000,top
"R49","22.1k","R_0201_0603Metric",-8.570000,23.350000,180.000000,top
"R50","100k","R_0201_0603Metric",-5.600000,15.930000,90.000000,top
"R51","100k","R_0201_0603Metric",-5.600000,17.400000,90.000000,top
"R52","6.84k","R_0201_0603Metric",-5.800000,31.270000,90.000000,top
"R53","10k","R_0201_0603Metric",-4.350000,32.000000,0.000000,top
"R54","6.22k","R_0201_0603Metric",-6.500000,31.270000,-90.000000,top
"R55","10k","R_0201_0603Metric",-5.800000,29.370000,-90.000000,top
"R56","120","R_0201_0603Metric",-6.100000,28.300000,0.000000,top
"TP5","GND","TestPoint_Keystone_5019_Minature",-10.000000,35.000000,0.000000,top
"U1","TMS320F28388D","NFBGA_337",12.000000,25.000000,-90.000000,top
"U2","DRV8353S","QFN-40-1EP_6x6mm_P0.5mm_EP4.6x4.6mm",19.500000,38.000000,-90.000000,top
"U4","TCAN330G","SOT-23-8",5.000000,13.500000,-90.000000,top
"U5","TS3USB221E","UQFN-10_1.5x2mm_P0.5mm",9.650000,9.000000,-90.000000,top
"U7","BMI088","Bosch_LGA-16_4.5x3.0mm_P0.5mm",-10.000000,29.000000,0.000000,top
"U12","TPSM8290x","uSIP_11",-12.000000,19.000000,0.000000,top
"U13","MPM3804GG","QFN-10_2x2mm_P0.5mm",-7.500000,20.750000,90.000000,top
"U14","MPM3804GG","QFN-10_2x2mm_P0.5mm",-7.500000,15.500000,0.000000,top
"U15","LT6654AIS6-3","TSOT-23-6",1.500000,30.000000,0.000000,top
"U16","OPA333xxDCK","SOT-353_SC-70-5",-4.000000,30.000000,-90.000000,top
"X1","ECS-TXO-2016","TCXO_SMD_Ecs_TXO-2016-4Pin_2.0x1.6mm",13.350000,15.700000,0.000000,top
