Ref,Val,Package,PosX,PosY,Rot,Side
"U8","74LVC1G17","SOT886_USON_6_1.45x1.0mm_P0.5mm",1.300000,15.500000,0.000000,bottom
"U9","TPS3703-3.3","WSON-6_1.5x1.5mm_P0.5mm",16.400000,18.200000,180.000000,bottom
"U10","TPS3703-1.2","WSON-6_1.5x1.5mm_P0.5mm",17.600000,21.400000,-90.000000,bottom
"U11","TPSM560R6H","B3QFN_15",-17.000000,24.000000,-90.000000,bottom
"C40","10u","C_0402_1005Metric",-4.500000,25.500000,180.000000,top
"C44","10u","C_0402_1005Metric",3.000000,33.000000,90.000000,top
"C45","1u","C_0402_1005Metric",19.565000,42.580000,-90.000000,top
"C47","1.8n","C_0201_0603Metric",8.300000,47.500000,-90.000000,top
"C49","10u","C_0603_1608Metric",21.250000,43.500000,90.000000,top
"C50","100n","C_0201_0603Metric",21.250000,41.600000,0.000000,top
"C51","1u","C_0402_1005Metric",23.600000,38.900000,180.000000,top
"C52","1u","C_0201_0603Metric",23.700000,38.000000,0.000000,top
"C53","47n","C_0603_1608Metric",23.400000,40.850000,-90.000000,top
"C55","1.8n","C_0201_0603Metric",-1.700000,47.500000,-90.000000,top
"C60","1.8n","C_0201_0603Metric",-11.700000,47.500000,-90.000000,top
"C62","100n","C_0201_0603Metric",5.355000,16.000000,180.000000,top
"C63","100n","C_0201_0603Metric",11.350000,9.320000,90.000000,top
"C65","100n","C_0201_0603Metric",-7.900000,29.820000,90.000000,top
"C66","100n","C_0201_0603Metric",-12.100000,28.820000,90.000000,top
"C70","100n","C_0201_0603Metric",11.700000,15.880000,-90.000000,top
"C71","4.7u","C_1206_3216Metric",-18.500000,27.000000,0.000000,top
"C72","4.7u","C_1206_3216Metric",-18.500000,29.500000,0.000000,top
"C73","4.7u","C_1206_3216Metric",-18.500000,32.000000,0.000000,top
"C74","4.7u","C_1206_3216Metric",-18.500000,34.500000,0.000000,top
"C75","4.7u","C_1206_3216Metric",-18.500000,37.000000,0.000000,top
"C76","4.7u","C_1206_3216Metric",-18.500000,39.500000,0.000000,top
"C81","10u","C_1210_3225Metric",-14.000000,41.000000,-90.000000,top
"C82","10u","C_1210_3225Metric",-4.000000,41.000000,-90.000000,top
"C84","10u","C_1210_3225Metric",6.000000,41.000000,-90.000000,top
"C88","100n","C_0603_1608Metric",-18.000000,25.000000,0.000000,top
"C89","10u","C_0603_1608Metric",-12.500000,21.500000,0.000000,top
"C90","10u","C_0603_1608Metric",-12.500000,23.500000,0.000000,top
"C91","10u","C_0603_1608Metric",-16.000000,20.100000,180.000000,top
"C92","10u","C_0603_1608Metric",-16.000000,21.600000,180.000000,top
"C93","10u","C_0402_1005Metric",-9.400000,20.600000,90.000000,top
"C94","10u","C_0402_1005Metric",-8.000000,18.500000,0.000000,top
"C95","10u","C_0402_1005Metric",-8.000000,17.500000,0.000000,top
"C96","10u","C_0402_1005Metric",-9.500000,15.200000,-90.000000,top
"C97","1.8n","C_0201_0603Metric",-13.900000,17.517500,-90.000000,top
"C98","10u","C_0402_1005Metric",-4.700000,22.750000,0.000000,top
"C99","10u","C_0402_1005Metric",-5.500000,14.300000,-90.000000,top
"C100","1u","C_0201_0603Metric",2.317500,27.900000,180.000000,top
"C101","100n","C_0201_0603Metric",2.317500,27.200000,180.000000,top
"C102","100n","C_0201_0603Metric",-2.200000,29.370000,90.000000,top
"C103","100n","C_0201_0603Metric",-6.100000,27.600000,180.000000,top
"C104","1.8n","C_0201_0603Metric",-6.500000,29.370000,-90.000000,top
"C105","100n","C_0201_0603Metric",5.500000,45.100000,180.000000,top
"C106","100n","C_0201_0603Metric",6.900000,45.100000,0.000000,top
"C107","100n","C_0201_0603Metric",-3.100000,45.100000,0.000000,top
"C109","100n","C_0201_0603Metric",-4.500000,45.100000,180.000000,top
"C110","100n","C_0201_0603Metric",-13.100000,45.100000,0.000000,top
"C112","100n","C_0201_0603Metric",-14.500000,45.100000,180.000000,top
"D2","TPD1E04U04","D_0201_0603Metric",-4.500000,28.000000,0.000000,top
"D5","NeoPixel_1515","NeoPixel_SK6805_1.5x1.5mm",0.000000,10.500000,180.000000,top
"D6","LED AMBER","LED_0402_1005Metric",15.800000,14.720000,180.000000,top
"FB1","220","R_0603_1608Metric",-4.500000,21.500000,0.000000,top
"FB2","220","R_0603_1608Metric",-4.500000,24.000000,0.000000,top
"FB3","220","R_0603_1608Metric",-3.500000,17.000000,0.000000,top
"J3","SAMTEC_CLP_02x04_SMD","SAMTEC_CLP-104-02-L-D-BE",23.000000,24.500000,0.000000,top
"Q1","CSD88599Q5DC","VSON_CLIP_22",11.000000,42.750000,-90.000000,top
"Q2","CSD88599Q5DC","VSON_CLIP_22",1.000000,42.750000,-90.000000,top
"Q3","CSD88599Q5DC","VSON_CLIP_22",-9.000000,42.750000,-90.000000,top
"Q4","NX7002BKM","Diodes_DFN1006-3",15.950000,15.820000,0.000000,top
"R1","10k","R_0201_0603Metric",-7.900000,27.500000,-90.000000,top
"R2","10","R_0201_0603Metric",-12.500000,27.500000,180.000000,top
"R3","10","R_0201_0603Metric",-12.100000,30.820000,90.000000,top
"R8","10k","R_0201_0603Metric",3.000000,23.880000,90.000000,top
"R9","10k","R_0201_0603Metric",3.000000,21.380000,90.000000,top
"R15","4.7","R_0805_2012Metric",13.500000,47.500000,-90.000000,top
"R16","0.002","FC4L32",10.450000,47.500000,90.000000,top
"R18","4.7","R_0805_2012Metric",3.500000,47.500000,-90.000000,top
"R19","0.002","FC4L32",0.450000,47.500000,90.000000,top
"R21","4.7","R_0805_2012Metric",-6.500000,47.500000,-90.000000,top
"R25","10k","R_0201_0603Metric",17.930000,34.500000,180.000000,top
"R26","10k","R_0201_0603Metric",16.500000,34.500000,180.000000,top
"R27","0.002","FC4L32",-9.550000,47.500000,90.000000,top
"R30","10k","R_0201_0603Metric",5.025000,10.700000,90.000000,top
"R37","150","R_0201_0603Metric",17.200000,15.500000,90.000000,top
"R43","100k","R_0201_0603Metric",-10.605000,17.000000,180.000000,top
"R44","100k","R_0201_0603Metric",-9.800000,18.300000,180.000000,top
"R45","13.7k","R_0201_0603Metric",-9.800000,19.000000,180.000000,top
"R46","100k","R_0201_0603Metric",-7.930000,22.650000,180.000000,top
"R47","22.1k","R_0201_0603Metric",-8.570000,23.350000,180.000000,top
"R48","100k","R_0201_0603Metric",-5.600000,15.930000,90.000000,top
"R49","100k","R_0201_0603Metric",-5.600000,17.400000,90.000000,top
"R50","6.84k","R_0201_0603Metric",-6.500000,31.270000,90.000000,top
"R51","10k","R_0201_0603Metric",-6.100000,28.300000,0.000000,top
"R52","10k","R_0201_0603Metric",-2.200000,31.270000,-90.000000,top
"R53","6.22k","R_0201_0603Metric",-5.800000,31.270000,-90.000000,top
"R54","10k","R_0201_0603Metric",-5.800000,29.370000,-90.000000,top
"SW1","B3U-1000P-B","SW_SPST_B3U-1000P-B",22.000000,18.900000,90.000000,top
"TP1","GND","TestPoint_Keystone_5015_Micro-Minature",-10.500000,35.000000,0.000000,top
"U1","TMS320F28388D","NFBGA_337",12.000000,25.000000,-90.000000,top
"U2","DRV8350S","QFN-32-1EP_5x5mm_P0.5mm_EP3.45x3.45mm",19.500000,38.000000,-90.000000,top
"U4","TCAN3414","SOT-23-8",6.000000,13.500000,-90.000000,top
"U5","TS3USB221E","UQFN-10_1.5x2mm_P0.5mm",9.650000,9.000000,-90.000000,top
"U7","BMI088","Bosch_LGA-16_4.5x3.0mm_P0.5mm",-10.000000,29.000000,0.000000,top
"U12","TPSM8290x","uSIP_11",-12.000000,19.000000,0.000000,top
"U13","MPM3804GG-Z","QFN-10_2x2mm_P0.5mm",-7.500000,20.750000,90.000000,top
"U14","MPM3804GG-Z","QFN-10_2x2mm_P0.5mm",-7.500000,15.500000,0.000000,top
"U15","LT6654AIS6-3","TSOT-23-6",1.500000,30.000000,0.000000,top
"U16","OPA333xxDCK","SOT-353_SC-70-5",-4.000000,30.000000,-90.000000,top
"U17","INA241Ax","SOT-23-8",6.200000,47.500000,-90.000000,top
"U18","INA241Ax","SOT-23-8",-3.800000,47.500000,-90.000000,top
"U19","INA241Ax","SOT-23-8",-13.800000,47.500000,-90.000000,top
"X1","ECS-TXO-2016","TCXO_SMD_Ecs_TXO-2016-4Pin_2.0x1.6mm",13.350000,15.700000,0.000000,top
